order_id,new_order_date,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year
IN-2012-31867,2012-08-01,8/1/2012,8/6/2012,"Standard Class","Keith Dawkins",Corporate,Maharashtra,India,APAC,"Central Asia",OFF-FA-10004659,"Office Supplies",Fasteners,""Stockwell Thumb Tacks",22,26,2.000,0.00000,8.28," 1.75 ",0
IN-2012-64424,2012-08-02,8/2/2012,8/8/2012,"Standard Class","Thea Hudgings",Corporate,Maharashtra,India,APAC,"Central Asia",FUR-BO-10001580,Furniture,Bookcases,""Dania Stackable Bookrack",21,0,106.000,9.00000,0.00,187.92,83
IN-2012-64424,2012-08-02,8/2/2012,8/8/2012,"Standard Class","Thea Hudgings",Corporate,Maharashtra,India,APAC,"Central Asia",OFF-AR-10001073,"Office Supplies",Art,""Sanford Markers",21,47,2.000,0.00000,17.40," 3.49 ",0
IN-2012-43459,2012-08-09,8/9/2012,8/11/2012,"Second Class","Deirdre Greer",Corporate,"Uttar Pradesh",India,APAC,"Central Asia",OFF-LA-10004848,"Office Supplies",Labels,""Avery Legal Exhibit Labels",5010,59,5.000,0.00000,25.20," 8.38 ",0
IN-2012-28269,2012-08-09,8/9/2012,8/14/2012,"Standard Class","Nora Preis",Consumer,Bihar,India,APAC,"Central Asia",OFF-FA-10004523,"Office Supplies",Fasteners,""OIC Thumb Tacks",21,70,5.000,0.00000,18.90," 5.98 ",0
IN-2012-58432,2012-08-10,8/10/2012,8/15/2012,"Standard Class","Ann Steele","Home Office","West Bengal",India,APAC,"Central Asia",OFF-EN-10003463,"Office Supplies",Envelopes,""Jiffy Peel and Seal",21,169,9.000,0.00000,65.88," 12.46 ",0
IN-2012-74210,2012-08-11,8/11/2012,8/16/2012,"Standard Class","Andrew Roberts",Consumer,Rajasthan,India,APAC,"Central Asia",FUR-FU-10002972,Furniture,Furnishings,""Advantus Light Bulb",21,60,3.000,0.00000,6.03," 7.22 ",0
IN-2012-59538,2012-08-14,8/14/2012,8/19/2012,"Standard Class","Patrick O'Brill",Consumer,Haryana,India,APAC,"Central Asia",TEC-PH-10004680,Technology,Phones,""Samsung Speaker Phone",21,370,3.000,0.00000,166.32," 41.32 ",0
IN-2012-22900,2012-08-14,8/14/2012,8/19/2012,"Standard Class","Tony Sayre",Consumer,Maharashtra,India,APAC,"Central Asia",TEC-CO-10001482,Technology,Copiers,""Sharp Ink",21,368,3.000,0.00000,47.79," 29.82 ",0
IN-2012-59538,2012-08-14,8/14/2012,8/19/2012,"Standard Class","Patrick O'Brill",Consumer,Haryana,India,APAC,"Central Asia",TEC-MA-10001726,Technology,Machines,""Epson Receipt Printer",21,346,3.000,0.00000,13.77," 25.73 ",0
IN-2012-22900,2012-08-14,8/14/2012,8/19/2012,"Standard Class","Tony Sayre",Consumer,Maharashtra,India,APAC,"Central Asia",OFF-SU-10004696,"Office Supplies",Supplies,""Acme Shears",21,258,5.000,0.00000,25.65," 21.89 ",0
IN-2012-22900,2012-08-14,8/14/2012,8/19/2012,"Standard Class","Tony Sayre",Consumer,Maharashtra,India,APAC,"Central Asia",FUR-FU-10003052,Furniture,Furnishings,""Advantus Photo Frame",21,106,2.000,0.00000,40.26," 7.66 ",0
IN-2012-22900,2012-08-14,8/14/2012,8/19/2012,"Standard Class","Tony Sayre",Consumer,Maharashtra,India,APAC,"Central Asia",OFF-LA-10003132,"Office Supplies",Labels,""Hon File Folder Labels",21,52,8.000,0.00000,14.64," 2.44 ",0
IN-2012-74854,2012-08-16,8/16/2012,8/18/2012,"Second Class","Claire Gute",Consumer,Maharashtra,India,APAC,"Central Asia",OFF-ST-10002240,"Office Supplies",Storage,""Fellowes Shelving",21,231,4.000,0.00000,64.68," 68.55 ",0
IN-2012-32882,2012-08-17,8/17/2012,8/22/2012,"Standard Class","Toby Ritter",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",FUR-FU-10003451,Furniture,Furnishings,""Eldon Frame",21,581,5.000,0.00000,46.50," 38.80 ",0
IN-2012-48317,2012-08-17,8/17/2012,8/22/2012,"Standard Class","Muhammed Lee",Consumer,Delhi,India,APAC,"Central Asia",TEC-CO-10001726,Technology,Copiers,""HP Fax and Copier",21,855,5.000,0.00000,205.20," 19.95 ",0
IN-2012-48317,2012-08-17,8/17/2012,8/22/2012,"Standard Class","Muhammed Lee",Consumer,Delhi,India,APAC,"Central Asia",OFF-AP-10000490,"Office Supplies",Appliances,""Hamilton Beach Coffee Grinder",21,130,3.000,0.00000,32.49," 10.31 ",0
IN-2012-32882,2012-08-17,8/17/2012,8/22/2012,"Standard Class","Toby Ritter",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",FUR-BO-10004529,Furniture,Bookcases,""Sauder 3-Shelf Cabinet",21,168,1.000,0.00000,20.16," 6.01 ",0
IN-2012-32882,2012-08-17,8/17/2012,8/22/2012,"Standard Class","Toby Ritter",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",OFF-FA-10003530,"Office Supplies",Fasteners,""OIC Clamps",21,99,5.000,0.00000,24.60," 3.72 ",0
IN-2012-32882,2012-08-17,8/17/2012,8/22/2012,"Standard Class","Toby Ritter",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",OFF-LA-10003273,"Office Supplies",Labels,""Harbour Creations Color Coded Labels",21,22,2.000,0.00000,1.26," 1.38 ",0
IN-2012-32882,2012-08-17,8/17/2012,8/22/2012,"Standard Class","Toby Ritter",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",OFF-FA-10002015,"Office Supplies",Fasteners,""Stockwell Push Pins",22,14,1.000,0.00000,1.77," 0.85 ",0
IN-2012-47008,2012-08-23,8/23/2012,8/29/2012,"Standard Class","Frank Gastineau","Home Office","Madhya Pradesh",India,APAC,"Central Asia",TEC-CO-10002911,Technology,Copiers,""Hewlett Wireless Fax",21,760,2.000,0.00000,144.42," 151.90 ",0
IN-2012-47008,2012-08-23,8/23/2012,8/29/2012,"Standard Class","Frank Gastineau","Home Office","Madhya Pradesh",India,APAC,"Central Asia",TEC-CO-10002350,Technology,Copiers,""Canon Wireless Fax",21,0,135.000,3.00000,0.00,45.36,124
IN-2012-47008,2012-08-23,8/23/2012,8/29/2012,"Standard Class","Frank Gastineau","Home Office","Madhya Pradesh",India,APAC,"Central Asia",TEC-PH-10002070,Technology,Phones,""Apple Headset",21,440,6.000,0.00000,61.38," 59.64 ",0
IN-2012-18273,2012-08-23,8/23/2012,8/27/2012,"Standard Class","Erica Bern",Corporate,Maharashtra,India,APAC,"Central Asia",OFF-AP-10001670,"Office Supplies",Appliances,""Hoover Coffee Grinder",21,201,3.000,0.00000,8.01," 17.77 ",0
IN-2012-47008,2012-08-23,8/23/2012,8/29/2012,"Standard Class","Frank Gastineau","Home Office","Madhya Pradesh",India,APAC,"Central Asia",OFF-BI-10000389,"Office Supplies",Binders,""Ibico Binding Machine",21,102,2.000,0.00000,0.00," 15.04 ",0
IN-2012-56647,2012-08-23,8/23/2012,8/28/2012,"Standard Class","Patricia Hirasaki","Home Office","West Bengal",India,APAC,"Central Asia",OFF-LA-10002364,"Office Supplies",Labels,""Smead Shipping Labels",21,126,11.000,0.00000,36.30," 10.57 ",0
IN-2012-18273,2012-08-23,8/23/2012,8/27/2012,"Standard Class","Erica Bern",Corporate,Maharashtra,India,APAC,"Central Asia",OFF-BI-10004120,"Office Supplies",Binders,""Ibico 3-Hole Punch",21,96,3.000,0.00000,22.95," 8.82 ",0
IN-2012-47008,2012-08-23,8/23/2012,8/29/2012,"Standard Class","Frank Gastineau","Home Office","Madhya Pradesh",India,APAC,"Central Asia",OFF-PA-10004475,"Office Supplies",Paper,""Xerox Computer Printout Paper",19,152,5.000,0.00000,41.10," 5.44 ",0
IN-2012-56647,2012-08-23,8/23/2012,8/28/2012,"Standard Class","Patricia Hirasaki","Home Office","West Bengal",India,APAC,"Central Asia",OFF-LA-10002596,"Office Supplies",Labels,""Harbour Creations Round Labels",21,7,1.000,0.00000,1.89," 0.45 ",0
IN-2012-58817,2012-08-26,8/26/2012,8/31/2012,"Standard Class","Bill Overfelt",Corporate,Assam,India,APAC,"Central Asia",OFF-EN-10004053,"Office Supplies",Envelopes,""GlobeWeis Manila Envelope",21,124,4.000,0.00000,33.36," 1.49 ",0
ID-2012-65236,2012-08-28,8/28/2012,9/2/2012,"Standard Class","Allen Armold",Consumer,Maharashtra,India,APAC,"Central Asia",FUR-BO-10000208,Furniture,Bookcases,""Bush Stackable Bookrack",21,185,3.000,0.50000,-81.59," 13.27 ",0
IN-2012-32343,2012-08-29,8/29/2012,9/2/2012,"Standard Class","Scot Coram",Corporate,Gujarat,India,APAC,"Central Asia",OFF-BI-10002632,"Office Supplies",Binders,""Acco Binding Machine",21,257,5.000,0.00000,69.45," 16.66 ",0
IN-2012-32343,2012-08-29,8/29/2012,9/2/2012,"Standard Class","Scot Coram",Corporate,Gujarat,India,APAC,"Central Asia",TEC-AC-10000483,Technology,Accessories,""SanDisk Memory Card",21,337,3.000,0.00000,10.08," 10.30 ",0
IN-2012-63500,2012-08-29,8/29/2012,9/4/2012,"Standard Class","Sally Matthias",Consumer,Haryana,India,APAC,"Central Asia",OFF-BI-10003646,"Office Supplies",Binders,""Avery Index Tab",21,39,5.000,0.00000,8.55," 4.87 ",0
IN-2012-32343,2012-08-29,8/29/2012,9/2/2012,"Standard Class","Scot Coram",Corporate,Gujarat,India,APAC,"Central Asia",FUR-FU-10001452,Furniture,Furnishings,""Rubbermaid Door Stop",21,44,1.000,0.00000,6.99," 4.53 ",0
IN-2012-32343,2012-08-29,8/29/2012,9/2/2012,"Standard Class","Scot Coram",Corporate,Gujarat,India,APAC,"Central Asia",OFF-ST-10004015,"Office Supplies",Storage,""Smead Trays",21,48,1.000,0.00000,23.73," 1.80 ",0
ID-2012-46210,2012-08-31,8/31/2012,9/4/2012,"Standard Class","Craig Reiter",Consumer,Maharashtra,India,APAC,"Central Asia",TEC-CO-10002376,Technology,Copiers,""Hewlett Fax Machine",21,640,4.000,0.50000,-25.68," 100.34 ",0
IN-2012-66090,2012-08-31,8/31/2012,9/3/2012,"First Class","Stefanie Holloman",Corporate,Gujarat,India,APAC,"Central Asia",OFF-AP-10000043,"Office Supplies",Appliances,""Cuisinart Toaster",21,108,2.000,0.00000,43.32," 11.08 ",0
ID-2012-46210,2012-08-31,8/31/2012,9/4/2012,"Standard Class","Craig Reiter",Consumer,Maharashtra,India,APAC,"Central Asia",OFF-SU-10001731,"Office Supplies",Supplies,""Elite Letter Opener",21,67,5.000,0.50000,-1.35," 9.56 ",0
ID-2012-46210,2012-08-31,8/31/2012,9/4/2012,"Standard Class","Craig Reiter",Consumer,Maharashtra,India,APAC,"Central Asia",TEC-CO-10003702,Technology,Copiers,""Brother Ink",21,73,1.000,0.50000,-1.47," 6.50 ",0
ID-2012-46210,2012-08-31,8/31/2012,9/4/2012,"Standard Class","Craig Reiter",Consumer,Maharashtra,India,APAC,"Central Asia",OFF-EN-10002700,"Office Supplies",Envelopes,""Kraft Interoffice Envelope",21,50,2.000,0.50000,-15.18," 5.15 ",0
ID-2012-46210,2012-08-31,8/31/2012,9/4/2012,"Standard Class","Craig Reiter",Consumer,Maharashtra,India,APAC,"Central Asia",FUR-FU-10001130,Furniture,Furnishings,""Rubbermaid Stacking Tray",21,22,2.000,0.50000,-10.23," 3.84 ",0
IN-2012-29977,2012-09-02,9/2/2012,9/6/2012,"Second Class","Joe Elijah",Consumer,"Tamil Nadu",India,APAC,"Central Asia",TEC-PH-10002154,Technology,Phones,""Cisco Headset",21,449,5.000,0.00000,107.55," 22.01 ",0
IN-2012-46112,2012-09-03,9/3/2012,9/6/2012,"First Class","Julie Kriz","Home Office","West Bengal",India,APAC,"Central Asia",FUR-CH-10000294,Furniture,Chairs,""Office Star Swivel Stool",21,174,1.000,0.00000,38.25," 26.63 ",0
IN-2012-31076,2012-09-05,9/5/2012,9/10/2012,"Standard Class","Maria Bertelson",Consumer,Telangana,India,APAC,"Central Asia",OFF-SU-10001442,"Office Supplies",Supplies,""Acme Scissors",21,75,3.000,0.00000,10.35," 9.85 ",0
IN-2012-52496,2012-09-10,9/10/2012,9/17/2012,"Standard Class","Lisa DeCherney",Consumer,Jharkhand,India,APAC,"Central Asia",OFF-ST-10003203,"Office Supplies",Storage,""Eldon Lockers",21,788,4.000,0.00000,338.76," 55.42 ",0
IN-2012-13919,2012-09-10,9/10/2012,9/12/2012,"Second Class","Carl Weiss","Home Office",Maharashtra,India,APAC,"Central Asia",OFF-AR-10004218,"Office Supplies",Art,""Sanford Pencil Sharpener",21,232,8.000,0.00000,48.72," 25.86 ",0
IN-2012-13919,2012-09-10,9/10/2012,9/12/2012,"Second Class","Carl Weiss","Home Office",Maharashtra,India,APAC,"Central Asia",OFF-AR-10000720,"Office Supplies",Art,""Binney & Smith Markers",21,51,2.000,0.00000,10.14," 5.20 ",0
IN-2012-13919,2012-09-10,9/10/2012,9/12/2012,"Second Class","Carl Weiss","Home Office",Maharashtra,India,APAC,"Central Asia",OFF-FA-10003833,"Office Supplies",Fasteners,""OIC Thumb Tacks",21,57,4.000,0.00000,3.96," 3.35 ",0
IN-2012-57116,2012-09-11,9/11/2012,9/15/2012,"Standard Class","Nathan Mautz","Home Office",Assam,India,APAC,"Central Asia",OFF-SU-10001346,"Office Supplies",Supplies,""Stiletto Shears",21,142,3.000,0.00000,14.22," 33.35 ",0
IN-2012-41926,2012-09-12,9/12/2012,9/16/2012,"Standard Class","Ted Butterfield",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",OFF-AR-10002036,"Office Supplies",Art,""Binney & Smith Pencil Sharpener",21,80,3.000,0.00000,34.38," 9.62 ",0
IN-2012-26624,2012-09-12,9/12/2012,9/16/2012,"Standard Class","Joel Jenkins","Home Office",Gujarat,India,APAC,"Central Asia",OFF-SU-10001762,"Office Supplies",Supplies,""Stiletto Shears",21,149,3.000,0.00000,47.70," 6.01 ",0
IN-2012-40799,2012-09-14,9/14/2012,9/18/2012,"Standard Class","Alex Russell",Corporate,Chhattisgarh,India,APAC,"Central Asia",TEC-MA-10002780,Technology,Machines,""Okidata Inkjet",21,628,2.000,0.00000,276.48," 81.27 ",0
IN-2012-55653,2012-09-15,9/15/2012,9/19/2012,"Standard Class","Dorothy Wardle",Corporate,"Uttar Pradesh",India,APAC,"Central Asia",FUR-BO-10001641,Furniture,Bookcases,""Bush 3-Shelf Cabinet",21,717,5.000,0.00000,250.80," 59.87 ",0
IN-2012-55653,2012-09-15,9/15/2012,9/19/2012,"Standard Class","Dorothy Wardle",Corporate,"Uttar Pradesh",India,APAC,"Central Asia",TEC-AC-10003969,Technology,Accessories,""SanDisk Memory Card",21,225,2.000,0.00000,110.34," 41.68 ",0
IN-2012-23054,2012-09-15,9/15/2012,9/17/2012,"Second Class","Tamara Manning",Consumer,Rajasthan,India,APAC,"Central Asia",OFF-EN-10004560,"Office Supplies",Envelopes,""Ames Mailers",21,77,2.000,0.00000,36.72," 26.61 ",0
IN-2012-55653,2012-09-15,9/15/2012,9/19/2012,"Standard Class","Dorothy Wardle",Corporate,"Uttar Pradesh",India,APAC,"Central Asia",OFF-PA-10000383,"Office Supplies",Paper,""Green Bar Note Cards",21,62,2.000,0.00000,3.12," 8.90 ",0
IN-2012-23054,2012-09-15,9/15/2012,9/17/2012,"Second Class","Tamara Manning",Consumer,Rajasthan,India,APAC,"Central Asia",OFF-FA-10003893,"Office Supplies",Fasteners,""OIC Paper Clips",22,42,3.000,0.00000,7.02," 5.63 ",0
IN-2012-23957,2012-09-20,9/20/2012,9/25/2012,"Second Class","Ken Brennan",Corporate,Gujarat,India,APAC,"Central Asia",FUR-CH-10004339,Furniture,Chairs,""SAFCO Steel Folding Chair",21,171,2.000,0.00000,34.26," 25.97 ",0
IN-2012-38713,2012-09-21,9/21/2012,9/26/2012,"Standard Class","Stewart Carmichael",Corporate,"West Bengal",India,APAC,"Central Asia",OFF-EN-10002757,"Office Supplies",Envelopes,""Ames Interoffice Envelope",21,95,2.000,0.00000,13.26," 5.15 ",0
IN-2012-38713,2012-09-21,9/21/2012,9/26/2012,"Standard Class","Stewart Carmichael",Corporate,"West Bengal",India,APAC,"Central Asia",TEC-AC-10004562,Technology,Accessories,""Enermax Flash Drive",21,86,2.000,0.00000,3.42," 5.11 ",0
IN-2012-49766,2012-09-22,9/22/2012,9/26/2012,"Standard Class","Mick Crebagga",Consumer,"Tamil Nadu",India,APAC,"Central Asia",OFF-PA-10003418,"Office Supplies",Paper,""Enermax Memo Slips",21,34,2.000,0.00000,11.58," 6.85 ",0
IN-2012-79817,2012-09-26,9/26/2012,9/30/2012,"Standard Class","Muhammed MacIntyre",Corporate,"Tamil Nadu",India,APAC,"Central Asia",TEC-CO-10001157,Technology,Copiers,""Hewlett Personal Copier",21,291,2.000,0.00000,131.10," 15.33 ",0
IN-2012-29571,2012-09-27,9/27/2012,10/3/2012,"Standard Class","Michael Dominguez",Corporate,"Uttar Pradesh",India,APAC,"Central Asia",TEC-PH-10001457,Technology,Phones,""Apple Smart Phone",21,0,188.000,5.00000,0.00,350.55,114
IN-2012-44943,2012-09-27,9/27/2012,9/29/2012,"First Class","Bobby Elias",Consumer,Haryana,India,APAC,"Central Asia",OFF-LA-10000540,"Office Supplies",Labels,""Harbour Creations Round Labels",21,23,5.000,0.00000,6.15," 5.49 ",0
IN-2012-44943,2012-09-27,9/27/2012,9/29/2012,"First Class","Bobby Elias",Consumer,Haryana,India,APAC,"Central Asia",OFF-BI-10000854,"Office Supplies",Binders,""Acco Binder Covers",21,13,1.000,0.00000,1.98," 1.73 ",0
IN-2012-67609,2012-09-28,9/28/2012,10/2/2012,"Standard Class","Maribeth Yedwab",Corporate,"Jammu and Kashmir",India,APAC,"Central Asia",FUR-CH-10000994,Furniture,Chairs,""Harbour Creations Rocking Chair",21,289,2.000,0.00000,49.14," 13.13 ",0
IN-2012-28528,2012-10-01,10/1/2012,10/7/2012,"Standard Class","Cynthia Arntzen",Consumer,Delhi,India,APAC,"Central Asia",FUR-TA-10001786,Furniture,Tables,""Chromcraft Computer Table",21,0,547.000,8.00000,0.00,780.24,206
IN-2012-28528,2012-10-01,10/1/2012,10/7/2012,"Standard Class","Cynthia Arntzen",Consumer,Delhi,India,APAC,"Central Asia",OFF-AP-10001254,"Office Supplies",Appliances,""KitchenAid Coffee Grinder",21,211,3.000,0.00000,82.44," 12.12 ",0
IN-2012-28528,2012-10-01,10/1/2012,10/7/2012,"Standard Class","Cynthia Arntzen",Consumer,Delhi,India,APAC,"Central Asia",OFF-PA-10004930,"Office Supplies",Paper,""Xerox Note Cards",21,131,5.000,0.00000,55.05," 3.58 ",0
IN-2012-34324,2012-10-03,10/3/2012,10/7/2012,"Standard Class","Rob Lucas",Consumer,Haryana,India,APAC,"Central Asia",TEC-CO-10004998,Technology,Copiers,""HP Fax and Copier",21,0,220.000,7.00000,0.00,512.4,106
IN-2012-45979,2012-10-03,10/3/2012,10/9/2012,"Standard Class","Philip Fox",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",TEC-PH-10003481,Technology,Phones,""Apple Office Telephone",21,533,8.000,0.00000,85.20," 54.94 ",0
IN-2012-70836,2012-10-03,10/3/2012,10/8/2012,"Second Class","Andy Reiter",Consumer,"West Bengal",India,APAC,"Central Asia",TEC-AC-10004562,Technology,Accessories,""Enermax Flash Drive",21,172,4.000,0.00000,6.84," 18.23 ",0
IN-2012-34324,2012-10-03,10/3/2012,10/7/2012,"Standard Class","Rob Lucas",Consumer,Haryana,India,APAC,"Central Asia",FUR-FU-10004820,Furniture,Furnishings,""Advantus Photo Frame",21,103,2.000,0.00000,44.34," 8.30 ",0
IN-2012-45979,2012-10-03,10/3/2012,10/9/2012,"Standard Class","Philip Fox",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",OFF-EN-10004053,"Office Supplies",Envelopes,""GlobeWeis Manila Envelope",21,124,4.000,0.00000,33.36," 7.45 ",0
IN-2012-34324,2012-10-03,10/3/2012,10/7/2012,"Standard Class","Rob Lucas",Consumer,Haryana,India,APAC,"Central Asia",OFF-PA-10003550,"Office Supplies",Paper,""Eaton Cards & Envelopes",21,271,6.000,0.00000,40.50," 5.19 ",0
IN-2012-18518,2012-10-04,10/4/2012,10/9/2012,"Standard Class","Ted Trevino",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",FUR-CH-10001207,Furniture,Chairs,""Hon Executive Leather Armchair",21,0,756.000,6.00000,0.00,413.28,369
IN-2012-18518,2012-10-04,10/4/2012,10/9/2012,"Standard Class","Ted Trevino",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",OFF-AR-10002109,"Office Supplies",Art,""Binney & Smith Sketch Pad",21,285,6.000,0.00000,79.92," 35.94 ",0
IN-2012-18518,2012-10-04,10/4/2012,10/9/2012,"Standard Class","Ted Trevino",Consumer,"Uttar Pradesh",India,APAC,"Central Asia",OFF-AR-10004900,"Office Supplies",Art,""Boston Canvas",21,270,5.000,0.00000,51.15," 30.39 ",0
ID-2012-59041,2012-10-04,10/4/2012,10/9/2012,"Standard Class","Christopher Conant",Consumer,Maharashtra,India,APAC,"Central Asia",OFF-ST-10003528,"Office Supplies",Storage,""Fellowes Folders",21,13,1.000,0.50000,-11.75," 0.85 ",0
IN-2012-45909,2012-10-05,10/5/2012,10/9/2012,"Standard Class","Thomas Brumley","Home Office","Uttar Pradesh",India,APAC,"Central Asia",TEC-PH-10000030,Technology,Phones,""Samsung Smart Phone",21,0,545.000,4.00000,0.00,865.08,227
IN-2012-45909,2012-10-05,10/5/2012,10/9/2012,"Standard Class","Thomas Brumley","Home Office","Uttar Pradesh",India,APAC,"Central Asia",TEC-CO-10003410,Technology,Copiers,""Brother Ink",21,873,6.000,0.00000,384.12," 75.29 ",0
IN-2012-45909,2012-10-05,10/5/2012,10/9/2012,"Standard Class","Thomas Brumley","Home Office","Uttar Pradesh",India,APAC,"Central Asia",OFF-ST-10003206,"Office Supplies",Storage,""Eldon Shelving",21,291,6.000,0.00000,136.44," 24.09 ",0
IN-2012-56857,2012-10-08,10/8/2012,10/13/2012,"Standard Class","George Bell",Corporate,"Tamil Nadu",India,APAC,"Central Asia",OFF-ST-10004837,"Office Supplies",Storage,""Eldon File Cart",21,128,1.000,0.00000,7.65," 4.40 ",0
IN-2012-56857,2012-10-08,10/8/2012,10/13/2012,"Standard Class","George Bell",Corporate,"Tamil Nadu",India,APAC,"Central Asia",OFF-FA-10004523,"Office Supplies",Fasteners,""OIC Thumb Tacks",21,42,3.000,0.00000,11.34," 3.03 ",0
IN-2012-56857,2012-10-08,10/8/2012,10/13/2012,"Standard Class","George Bell",Corporate,"Tamil Nadu",India,APAC,"Central Asia",OFF-FA-10002360,"Office Supplies",Fasteners,""Advantus Staples",21,33,3.000,0.00000,11.07," 1.01 ",0
IN-2012-17335,2012-10-09,10/9/2012,10/14/2012,"Standard Class","Barry Franzsisch",Corporate,Rajasthan,India,APAC,"Central Asia",TEC-MA-10000606,Technology,Machines,""Okidata Printer",21,0,335.000,5.00000,0.00,360.3,78
IN-2012-74028,2012-10-12,10/12/2012,10/14/2012,"Second Class","Jeremy Farry",Consumer,Chhattisgarh,India,APAC,"Central Asia",TEC-PH-10004300,Technology,Phones,""Apple Office Telephone",21,273,4.000,0.00000,128.04," 37.72 ",0
IN-2012-32280,2012-10-15,10/15/2012,10/20/2012,"Standard Class","William Brown",Consumer,Chandigarh,India,APAC,"Central Asia",FUR-CH-10001204,Furniture,Chairs,""Harbour Creations Steel Folding Chair",21,196,2.000,0.00000,76.32," 13.49 ",0
ID-2012-18938,2012-10-17,10/17/2012,10/19/2012,"First Class","Alan Barnes",Consumer,Maharashtra,India,APAC,"Central Asia",OFF-SU-10001731,"Office Supplies",Supplies,""Acme Letter Opener",21,27,2.000,0.50000,-6.51," 5.50 ",0
IN-2012-68918,2012-10-18,10/18/2012,10/24/2012,"Standard Class","Michelle Arnett","Home Office",Maharashtra,India,APAC,"Central Asia",TEC-AC-10002688,Technology,Accessories,""Memorex Memory Card",21,205,2.000,0.00000,94.08," 16.69 ",0
IN-2012-52314,2012-10-18,10/18/2012,10/19/2012,"Same Day","Ted Butterfield",Consumer,Uttarakhand,India,APAC,"Central Asia",OFF-BI-10003779,"Office Supplies",Binders,""Cardinal 3-Hole Punch",21,91,3.000,0.00000,36.36," 14.44 ",0
IN-2012-68918,2012-10-18,10/18/2012,10/24/2012,"Standard Class","Michelle Arnett","Home Office",Maharashtra,India,APAC,"Central Asia",TEC-MA-10004421,Technology,Machines,""Konica Inkjet",21,314,1.000,0.00000,147.36," 10.75 ",0
IN-2012-68918,2012-10-18,10/18/2012,10/24/2012,"Standard Class","Michelle Arnett","Home Office",Maharashtra,India,APAC,"Central Asia",TEC-PH-10000720,Technology,Phones,""Samsung Audio Dock",21,504,3.000,0.00000,191.61," 9.49 ",0
IN-2012-68918,2012-10-18,10/18/2012,10/24/2012,"Standard Class","Michelle Arnett","Home Office",Maharashtra,India,APAC,"Central Asia",OFF-EN-10001627,"Office Supplies",Envelopes,""Cameo Interoffice Envelope",21,102,2.000,0.00000,12.18," 7.45 ",0
IN-2012-52314,2012-10-18,10/18/2012,10/19/2012,"Same Day","Ted Butterfield",Consumer,Uttarakhand,India,APAC,"Central Asia",OFF-EN-10001528,"Office Supplies",Envelopes,""Kraft Business Envelopes",21,76,5.000,0.00000,10.65," 5.29 ",0
IN-2012-40638,2012-10-19,10/19/2012,10/21/2012,"Second Class","Frank Hawley",Corporate,Maharashtra,India,APAC,"Central Asia",OFF-ST-10003203,"Office Supplies",Storage,""Eldon Lockers",21,985,5.000,0.00000,423.45," 98.02 ",0
IN-2012-40638,2012-10-19,10/19/2012,10/21/2012,"Second Class","Frank Hawley",Corporate,Maharashtra,India,APAC,"Central Asia",TEC-PH-10004675,Technology,Phones,""Nokia Audio Dock",21,334,2.000,0.00000,103.38," 42.29 ",0
ID-2012-61659,2012-10-19,10/19/2012,10/25/2012,"Standard Class","Vicky Freymann","Home Office",Maharashtra,India,APAC,"Central Asia",TEC-CO-10002350,Technology,Copiers,""Canon Wireless Fax",21,567,3.000,0.50000,-522.09," 24.98 ",0
IN-2012-40638,2012-10-19,10/19/2012,10/21/2012,"Second Class","Frank Hawley",Corporate,Maharashtra,India,APAC,"Central Asia",OFF-AR-10004424,"Office Supplies",Art,""Boston Markers",21,26,1.000,0.00000,1.29," 2.02 ",0
IN-2012-57123,2012-10-20,10/20/2012,10/24/2012,"Standard Class","Paul Knutson","Home Office",Maharashtra,India,APAC,"Central Asia",TEC-PH-10004559,Technology,Phones,""Nokia Speaker Phone",21,369,3.000,0.00000,84.96," 58.13 ",0
IN-2012-74168,2012-10-20,10/20/2012,10/24/2012,"Standard Class","Jessica Myrick",Consumer,Maharashtra,India,APAC,"Central Asia",FUR-BO-10002308,Furniture,Bookcases,""Safco Floating Shelf Set",21,785,4.000,0.00000,156.96," 42.97 ",0
IN-2012-74168,2012-10-20,10/20/2012,10/24/2012,"Standard Class","Jessica Myrick",Consumer,Maharashtra,India,APAC,"Central Asia",TEC-MA-10000473,Technology,Machines,""Epson Receipt Printer",21,469,4.000,0.00000,182.64," 34.08 ",0
IN-2012-74168,2012-10-20,10/20/2012,10/24/2012,"Standard Class","Jessica Myrick",Consumer,Maharashtra,India,APAC,"Central Asia",FUR-CH-10002224,Furniture,Chairs,""Hon Rocking Chair",21,399,3.000,0.00000,15.93," 33.33 ",0
IN-2012-74168,2012-10-20,10/20/2012,10/24/2012,"Standard Class","Jessica Myrick",Consumer,Maharashtra,India,APAC,"Central Asia",OFF-AP-10004972,"Office Supplies",Appliances,""Breville Coffee Grinder",21,186,3.000,0.00000,59.31," 12.34 ",0
